87,ABS,41,92134,ABS,"ABS. (anti-lock brake system). 自動車が急ブレーキをかけたとき,ロックを起こした車輪のブレーキの油圧を調節し,安全に止まれるようにした装置",2021-05-05 12:00:00,,0
88,abscess,91,26829,膿瘍,"膿瘍(のうよう). 生体組織内に,崩壊した好中球由来の分解酵素で化膿性炎症が生じ,膿を持った空洞ができた状態",2021-05-05 12:00:00,,0
89,absence,,1555,不在,留守. 欠席. 欠乏,2021-05-05 12:00:00,,0
90,absent,,3801,欠席,ぼんやりした. 不在で. を欠席する,2021-05-05 12:00:00,,0
91,absentee,,15371,不在者,欠席者. 不在者,2021-05-05 12:00:00,,0
92,absenteeism,,27590,常習的欠勤,長期欠勤. 無断欠勤. 常習的欠席,2021-05-05 12:00:00,,0
93,absently,,38763,ぼんやり,うっかりして. ぼんやりと,2021-05-05 12:00:00,,0
94,absinthe,39,36956,アブサン,アブサン. ニガヨモギ風味の強いリキュール,2021-05-05 12:00:00,,0
95,absolute,18,2640,絶対的な,絶対の. 確実な. 絶対的な,2021-05-05 12:00:00,,0
96,absolutely,,1630,絶対に,絶対的に. 完全に,2021-05-05 12:00:00,,0
97,absolution,6,35353,赦免,(法律)免除. 無罪. 放免. 釈放. 免罪. (キリスト教)absolution from (of) sins 罪の赦免. ,2021-05-05 12:00:00,,0
98,absolutism,19,35353,絶対主義,専制政治,2021-05-05 12:00:00,,0
99,absolutist,19,29384,絶対主義者,絶対主義者 ,2021-05-05 12:00:00,,0
100,absolve,12,29384,免除する,免除する. 解除する. に無罪を申し渡す,2021-05-05 12:00:00,,0
101,absorb,,4031,吸収する,を吸収する,2021-05-05 12:00:00,,0
102,absorbance,,8066,吸光度,吸光度 ,2021-05-05 12:00:00,,0
103,absorbent,,35353,吸収剤,吸収できる,2021-05-05 12:00:00,,0
104,absorber,,10494,吸収体,吸収物. 緩衝物,2021-05-05 12:00:00,,0
105,absorption,,5191,吸収,吸収. 吸着. 吸着量,2021-05-05 12:00:00,,0
106,abstain,,18064,棄権する,慎む. 控える. 絶つ. やめる. 禁酒する,2021-05-05 12:00:00,,0
107,abstention,,40852,棄権,節制すること. 回避. 棄権. 慎むこと. 不参加. 不干渉,2021-05-05 12:00:00,,0
108,abstinence,,13139,禁欲,禁欲. 断つこと. 節制. 禁酒,2021-05-05 12:00:00,,0
109,abstinent,,55144,禁欲,節度のある. 禁欲的な. 禁酒の,2021-05-05 12:00:00,,0
110,abstract,,4254,抽象,理論的な. 抽出する. 抽象的な. 難解な,2021-05-05 12:00:00,,0
111,abstracted,,18918,抽象化された,ぼんやりした,2021-05-05 12:00:00,,0
112,abstraction,,12442,抽象化,抽象作用. 抽象,2021-05-05 12:00:00,,0
113,abstruse,,32594,難解な,難解な. 難しい. 深遠な,2021-05-05 12:00:00,,0
114,absurd,,5952,ばかげた,ばからしい. 不合理な. ばかげた,2021-05-05 12:00:00,,0
115,absurdist,19,31439,不条理主義の,不条理主義の. 不条理主義者(作家),2021-05-05 12:00:00,,0
116,absurdity,,13018,不条理,不合理. 不条理,2021-05-05 12:00:00,,0
117,absurdly,,17841,ばかばかしいほど,不条理に. ばかげて,2021-05-05 12:00:00,,0
118,abundance,,3948,豊富,豊富さ. affluent. 豊富な. 多数. 多量. 発生量,2021-05-05 12:00:00,,0
119,abundant,,4992,豊富な,豊富な,2021-05-05 12:00:00,,0
120,abundantly,,16407,豊富に,豊富に,2021-05-05 12:00:00,,0
121,abuse,,1448,虐待,の悪口を言う. 濫用(する). 悪用(する). 虐待(する),2021-05-05 12:00:00,,0
122,abuser,,14381,虐待者,乱用者 ,2021-05-05 12:00:00,,0
123,abusive,,7969,虐待的な,悪用された. 口汚くののしって,2021-05-05 12:00:00,,0
124,abut,,26829,隣接する,(建物など)が隣接する. 境を接する. 接触する. 沿う,2021-05-05 12:00:00,,0
125,abuzz,,43408,騒然と,ざわめき立って,2021-05-05 12:00:00,,0
126,abysmal,,25431,ひどい　,底知れぬ,2021-05-05 12:00:00,,0
127,abyss,,26084,深淵,深い淵. 深淵. 底知れない穴. 地獄. 底無し地獄,2021-05-05 12:00:00,,0
128,AC,60,4561,AC,alternating current. 交流. (cf. direct current DC. 直流),2021-05-05 12:00:00,,0
129,acacia,69,40852,アカシア,アカシア,2021-05-05 12:00:00,,0
130,academe,18,36956,学界,大学(学究)生活. 学界. 教育の場(特に大学),2021-05-05 12:00:00,,0
131,academia,18,13952,アカデミー,学界 ,2021-05-05 12:00:00,,0
132,academic,,2236,アカデミック,純粋学問の. 学問上の. 大学の. 学究的な,2021-05-05 12:00:00,,0
133,academically,,19238,学究的に,学究的に ,2021-05-05 12:00:00,,0
134,academician,18,36956,アカデミー会員,アカデミー会員. 学士院会員,2021-05-05 12:00:00,,0
135,academy,18,3853,アカデミー,専門学校. 学士院,2021-05-05 12:00:00,,0
136,Acadian,5,27590,アカディア人,"アカディア人. 18世紀まで現メイン州付近にフランス人が入植し,今も独自文化･国旗を維持. 一部はルイジアナのアケイディアナに定住,「Cajun,ケイジャン」の祖となる",2021-05-05 12:00:00,,0
137,acanthus,69,55144,アカンサス,アカンサス. ハアザミの類. (柱頭の)アカンサス葉飾り,2021-05-05 12:00:00,,0
138,Acapulco,2,10822,アカプルコ,アカプルコ. メキシコの太平洋岸にある著名なリゾート都市,2021-05-05 12:00:00,,0
139,accede,,21344,同意する,同意する. (職など)に就く. 加盟する. 後を継ぐ,2021-05-05 12:00:00,,0
140,accelerate,,4825,加速する,の速度を速める. 加速する. 速める. 促進する. 増進する,2021-05-05 12:00:00,,0
141,acceleration,,12240,加速,加速. 促進,2021-05-05 12:00:00,,0
142,accelerator,41,26829,アクセラレータ,(車の)アクセル,2021-05-05 12:00:00,,0
143,accent,,3137,アクセント,アクセント. 口調. なまり,2021-05-05 12:00:00,,0
144,accentuate,,21758,際立たせる,目立たせる. を強調する,2021-05-05 12:00:00,,0
145,accentuated,,26829,強調,強調された,2021-05-05 12:00:00,,0
146,accept,,1044,受け入れる,受け入れる,2021-05-05 12:00:00,,0
147,acceptability,,15194,受容性,受容性,2021-05-05 12:00:00,,0
148,acceptable,,3358,許容可能な,容認できる,2021-05-05 12:00:00,,0
149,acceptance,,4513,受け入れ,受け入れ. 容認. 支持,2021-05-05 12:00:00,,0
150,accepted,,20527,一般に認められた,一般に認められた ,2021-05-05 12:00:00,,0
151,acceptor,,12062,アクセプタ,認められたもの,2021-05-05 12:00:00,,0
152,access,,960,アクセス,アクセスする. 交通の便. 接近. 面接. 発作. ,2021-05-05 12:00:00,,0
153,accessed,,12344,アクセス,アクセスした ,2021-05-05 12:00:00,,0
154,accessibility,,12550,接近性,接近可能性,2021-05-05 12:00:00,,0
155,accessible,,4271,アクセス可能な,近づきやすい. 接近し易い,2021-05-05 12:00:00,,0
156,accession,,4291,加盟,追加. 就任. 増加. 到達. 即位. 相続. 取得,2021-05-05 12:00:00,,0
157,accessory,,7819,アクセサリー,アクセサリー. 部品. 付属物. 装身具. 補助的な. 付属的な,2021-05-05 12:00:00,,0
158,accident,63,2336,事故,天災. 偶然. 事故. 災難,2021-05-05 12:00:00,,0
159,accidental,,8604,不慮,偶然の,2021-05-05 12:00:00,,0
160,accidentally,,6432,誤って,偶然に. たまたま. ひょっこり,2021-05-05 12:00:00,,0
161,acclaim,30,14564,称賛,に喝采する. 大声で言う. 歓呼,2021-05-05 12:00:00,,0
162,acclaimed,,11169,著名,著名 ,2021-05-05 12:00:00,,0
163,acclamation,,55144,歓呼,喝采,2021-05-05 12:00:00,,0
164,acclimate,49,31439,順化,(人･ものを風土･環境などに)慣らす. 順応させる,2021-05-05 12:00:00,,0
165,acclimated,,26829,順応された ,順応された ,2021-05-05 12:00:00,,0
166,acclimation,,24198,順化,順化 ,2021-05-05 12:00:00,,0
167,acclimatize,,55144,順応させる,順応させる,2021-05-05 12:00:00,,0
168,accolade,,19238,栄誉,絶賛. 栄誉. ナイト爵位授与の儀式,2021-05-05 12:00:00,,0
169,accommodate,,4947,受け入れる,便宜を計る. 親切にする. に金を融通する. 供給する. 適応させる. 和解させる,2021-05-05 12:00:00,,0
170,accommodation,53,6665,宿泊施設,適応. 和解. 便宜. 順応. 宿泊施設. 好意,2021-05-05 12:00:00,,0
171,accompaniment,45,20184,伴奏,伴うもの. 随伴物,2021-05-05 12:00:00,,0
172,accompany,,2388,同行する,に同伴する. おともする. に付随する,2021-05-05 12:00:00,,0
173,accomplice,,15371,共犯,共犯者,2021-05-05 12:00:00,,0
174,accomplish,,2798,達成する,を成し遂げる. 完成する. 成就する. 実行する,2021-05-05 12:00:00,,0
175,accomplished,,43408,達成された,完成した. その道に秀でた. 熟練した. 教養のある,2021-05-05 12:00:00,,0
176,accomplishment,,5500,達成,達成. 完成. 才能,2021-05-05 12:00:00,,0
177,accord,,434,調和,調和(する). 協定. 合意(する). 一致. 与える. agreement,2021-05-05 12:00:00,,0
178,accordance,,4230,一致,一致. 授与,2021-05-05 12:00:00,,0
179,according,,43408,従って,一致して. 従って,2021-05-05 12:00:00,,0
180,accordingly,,5310,それに応じて,それゆえ. というわけで,2021-05-05 12:00:00,,0
181,accordion,45,16859,アコーディオン,アコーディオン,2021-05-05 12:00:00,,0
182,accost,,55144,呼び掛ける,呼びかける. 話しかける. ことばをかけて近寄る,2021-05-05 12:00:00,,0
183,account,16,687,アカウント,アカウント. 勘定書. 預金口座. . 説明する,2021-05-05 12:00:00,,0
184,accountability,16,3713,説明責任,説明義務. 会計責任,2021-05-05 12:00:00,,0
185,accountable,,6018,責任がある,説明のつく. 責任がある,2021-05-05 12:00:00,,0
186,accountancy,,33910,会計学,会計. 会計学. 会計職,2021-05-05 12:00:00,,0
187,accountant,,5065,会計士,会計係. 会計士,2021-05-05 12:00:00,,0
188,accounting,16,1205,会計,会計学. 会計. 計算,2021-05-05 12:00:00,,0
189,accredit,16,40852,認定する,信任する。功績とする,2021-05-05 12:00:00,,0
190,accreditation,16,18064,認証された,認証評価 ,2021-05-05 12:00:00,,0
191,accredited,16,23138,公認の,正式認可を受けた ,2021-05-05 12:00:00,,0
192,accretion,,26084,合体,(発育･付着･包含などによる)増大. 付着. 融合. 合体,2021-05-05 12:00:00,,0
193,accrual,,33910,発生主義,＜accrue. 生じること･もの. 発生. 増加. 定期的に累増する金額. 見越し額. 金利発生型の,2021-05-05 12:00:00,,0
194,accrue,,10494,生じる,生じる. 自然増加として生ずる. 生ずる,2021-05-05 12:00:00,,0
195,acculturation,,43408,文化変容,文化変容,2021-05-05 12:00:00,,0
196,accumulate,,3516,蓄積する,積み重ねる. 蓄積する. 集める,2021-05-05 12:00:00,,0
197,accumulation,,3496,蓄積,集積. 蓄積,2021-05-05 12:00:00,,0
198,accuracy,,2883,精度,精密さ. 正確. 精度,2021-05-05 12:00:00,,0
199,accurate,,2350,正確な,明確な. 的確な. 正確な,2021-05-05 12:00:00,,0
200,accurately,,4380,正確に,きちんと. 正確には,2021-05-05 12:00:00,,0
201,accusation,12,4849,告発,告発すること. 非難. 告訴. 告発,2021-05-05 12:00:00,,0
202,accusative,27,46471,対格,"accusative case対格. 名詞がもつ格のひとつ. 他動詞の直接目的語を示す(ご飯を作る,など). 対格はすべての印欧語族に存在",2021-05-05 12:00:00,,0
203,accusatory,12,38763,非難する,告訴の. 非難の. 非難めいた,2021-05-05 12:00:00,,0
204,accuse,12,1905,非難する,を非難する. を告発する. 告訴する,2021-05-05 12:00:00,,0
205,accused,12,24198,被告人,告発された. 被告,2021-05-05 12:00:00,,0
206,accusee,12,9637,非難された者,非難された者,2021-05-05 12:00:00,,0
207,accuser,12,14381,原告,告訴人. 刑事訴訟の原告,2021-05-05 12:00:00,,0
208,accustom,,8066,慣らす,習慣づける. を慣らす. に対して慣らす,2021-05-05 12:00:00,,0
209,accustomed,,43408,慣れて,慣らした. 慣れた,2021-05-05 12:00:00,,0
210,ACD,29,40852,ACD,Asia Cooperation Dialogue(アジア協力対話). 2. Anemia of Chronic Disease慢性疾患性貧血. 3. Acid-Citrate-Dextrose(酸性クエン酸ブドウ糖液),2021-05-05 12:00:00,,0
211,ace,,6522,エース,"第一人者. 切り札,最高位かそれに準じる者",2021-05-05 12:00:00,,0
212,acerbic,,31439,辛辣な,刺々しい. 酸っぱい. 苦い. 渋い,2021-05-05 12:00:00,,0
213,acetaminophen,87,30344,アセトアミノフェン,アセトアミノフェン(Acetaminophen). 解熱鎮痛薬の一つ,2021-05-05 12:00:00,,0
214,acetate,87,6786,アセテート,アセテート ,2021-05-05 12:00:00,,0
215,acetic,39,15548,酢酸の,酸っぱい. 酢の,2021-05-05 12:00:00,,0
216,acetonitrile,87,24198,アセトニトリル,アセトニトリル. 分子式CH3CNと表される最も単純なニトリルである. 化学工業製品の原料や溶媒として用いられる,2021-05-05 12:00:00,,0
217,acetyl,87,13391,アセチル,"酢酸を構成する有機基(CH3CO-). アセチル基,アセチルと呼ばれる",2021-05-05 12:00:00,,0
218,acetylated,87,26084,アセチル化,アセチル化した ,2021-05-05 12:00:00,,0
219,acetylation,87,19875,アセチル化,アセチル化. 有機化合物中にアセチル基が導入されること. (逆に有機化合物からアセチル基が除かれる反応は脱アセチル化),2021-05-05 12:00:00,,0
220,acetylcholine,87,12344,アセチルコリン,アセチルコリン. 神経伝達物質の名称. コリン(choline)の誘導物である,2021-05-05 12:00:00,,0
221,acetyltransferase,88,18353,アセチルトランスフェラーゼ,アセチルトランスフェラーゼ. 一つの化合物のアセチル基を他の化合物へ転移する反応を触媒する酵素. アセチル基転移酵素ともいう. ,2021-05-05 12:00:00,,0
222,ache,91,9730,痛み,痛む,2021-05-05 12:00:00,,0
223,achievable,,18918,達成可能な,達成可能な ,2021-05-05 12:00:00,,0
224,achieve,,1171,達成する,を達成する. を完成する,2021-05-05 12:00:00,,0
225,achievement,16,3430,業績,達成. 業績,2021-05-05 12:00:00,,0
226,achieving,,21344,達成,達成 ,2021-05-05 12:00:00,,0
227,Achilles,79,16859,アキレス腱,アキレス腱　the Achilles' tendon(腱). (cf. heelかかと),2021-05-05 12:00:00,,0
228,achy,,43408,うずく,うずく. 痛みのある,2021-05-05 12:00:00,,0
229,acid,87,768,酸,酸. 酸性. 酸塩基反応(acid-base reaction). 酸っぱい. 麻薬. LSD (cf. alkali),2021-05-05 12:00:00,,0
230,acidic,87,7296,酸性の,酸を出す. (態度･気質が)刺々しい. 辛辣な,2021-05-05 12:00:00,,0
231,acidification,87,28448,酸性化,酸性化 ,2021-05-05 12:00:00,,0
232,acidify,87,30344,酸性にする,酸性にする,2021-05-05 12:00:00,,0
233,acidity,87,18625,酸性度,酸性度. 酸味,2021-05-05 12:00:00,,0
234,acidosis,91,21758,アシドーシス,(医)酸血症. 酸性症. 酸性血症. 酸中毒. アシドーシス. 酸毒症,2021-05-05 12:00:00,,0
235,ACK,29,11574,Acknowledge,Acknowledge. 認識,2021-05-05 12:00:00,,0
236,acknowledge,,2230,認める,白状する. 感謝する. 認める. 承認する,2021-05-05 12:00:00,,0
237,acknowledgement,,14381,承認,(UK綴)承認. 通知. 自認. 受取の通知. 感謝. 礼状. 謝意,2021-05-05 12:00:00,,0
238,acknowledgment,,12653,承認,(US綴)承認. 通知. 自認. 受取の通知. 感謝. 礼状. 謝意,2021-05-05 12:00:00,,0
239,ACL,95,24198,ACL,Access Control List. アクセス制御リスト他,2021-05-05 12:00:00,,0
240,acme,,36956,頂点,(完成度の)極地(美しさ･技術などについて). 絶頂. 頂点,2021-05-05 12:00:00,,0
241,acne,91,38763,にきび,"にきび. 座瘡(ざそう, にきびpimpleなどの皮膚病).  2. 「ACNE」(アクネ). スウェーデン発のファッションブランド",2021-05-05 12:00:00,,0
242,acolyte,6,26084,アコライト,侍祭. アコライト. 侍者,2021-05-05 12:00:00,,0
243,acorn,69,30344,ドングリ,ドングリ,2021-05-05 12:00:00,,0
244,acoustic,,8968,音響,電子機器を介さない. 音響上の. 聴覚の,2021-05-05 12:00:00,,0
245,acquaint,,13139,知らせる,知り合いになる. 知らせる. 伝える. 分からせる,2021-05-05 12:00:00,,0
246,acquaintance,,8066,知り合い,面識. 知識. 知人. 知合い,2021-05-05 12:00:00,,0
247,acquiesce,,28448,黙従,黙認する. 不本意ながら従う,2021-05-05 12:00:00,,0
248,acquiescence,,33910,黙諾,黙認. おとなしくしたがうこと,2021-05-05 12:00:00,,0
249,acquire,,1806,取得する,を習得する. を獲得する,2021-05-05 12:00:00,,0
250,acquisition,,2295,買収,習得,2021-05-05 12:00:00,,0
251,acquisitive,,55144,欲しがる,欲ばりの. 欲深い,2021-05-05 12:00:00,,0
252,acquit,,11169,放免する,無罪にする. 放免する. 解放する,2021-05-05 12:00:00,,0
253,acquittal,,14564,無罪判決,無罪放免. 無罪判決,2021-05-05 12:00:00,,0
254,ACR,23,19875,ACR,Ammunition Consumption Rate. 弾薬使用統制,2021-05-05 12:00:00,,0
255,acre,50,2912,エーカー,"エーカー(面積の単位. 4840 平方ヤード,約4047 平方メートル). 略a. (複数形で)土地,地所,broad acres(広い土地)",2021-05-05 12:00:00,,0
256,acreage,50,26829,エーカーでの広さ,エーカーでの広さ,2021-05-05 12:00:00,,0
257,acrid,,32594,鼻を突く,(においなど)つんとする. 辛い. 苦い. 冷酷な. 辛辣な,2021-05-05 12:00:00,,0
258,acrimonious,,38763,辛辣な,しんらつな. 辛辣な. 痛烈な. 毒々しい. 刺々しい,2021-05-05 12:00:00,,0
259,acrimony,,35353,とげとげしさ,(言葉･気質など)辛辣さ. とげとげしさ. 厳しさ,2021-05-05 12:00:00,,0
260,acrobat,,21758,アクロバット,アクロバット,2021-05-05 12:00:00,,0
261,acrobatic,,26829,アクロバティック,曲芸的な,2021-05-05 12:00:00,,0
262,acrobatics,,30344,曲芸,アクロバット,2021-05-05 12:00:00,,0
263,acronym,27,8066,頭字語,頭字語. 文字略語. 頭文字語,2021-05-05 12:00:00,,0
264,Acropoli,2,15194,アクロポリ,"アクロポリス(Acropoli,Acropolisとも表示 ",2021-05-05 12:00:00,,0
265,across,,554,横断して,横断して,2021-05-05 12:00:00,,0
266,acrostic,67,46471,アクロスティック,アクロスティック. (数語の語頭などにある語句を折り込んだ遊戯詩･文字遊び),2021-05-05 12:00:00,,0
267,acrylamide,87,24827,アクリルアミド,アクリルアミド. アクリル酸を母体とするアミドの一種,2021-05-05 12:00:00,,0
268,acrylic,87,33910,アクリル,アクリル,2021-05-05 12:00:00,,0
269,act,,385,行為,作用する. 行動する. 行為. 議定書,2021-05-05 12:00:00,,0
270,actin,87,4077,アクチン,アクチン. 螺旋状の多量体を形成し細胞の形を決定するアクチンフィラメントを作るタンパク質. アクチンフィラメントは筋細胞で筋収縮を担う ,2021-05-05 12:00:00,,0
271,acting,,7116,演技,臨時代理の. 演技,2021-05-05 12:00:00,,0
272,actinic,89,40852,化学線の,化学線作用を持つ. (actinic rays化学線. 紫外線),2021-05-05 12:00:00,,0
273,actinomycin,87,27590,アクチノマイシン,アクチノマイシン. 放線菌が産生するポリペプチド系の抗生物質. 20種以上が知られている. 試薬や抗がん剤に使われる,2021-05-05 12:00:00,,0
274,action,,544,アクション,動作. 行動,2021-05-05 12:00:00,,0
275,actionable,,26084,実用的な,実用的な,2021-05-05 12:00:00,,0
276,activate,58,1687,活性化する,放射能を与える. 活性化する. 活動的にする. 活動させる,2021-05-05 12:00:00,,0
277,activated,,18918,活性化した,活性化した ,2021-05-05 12:00:00,,0
